Interval=	0.00025 s		
ExcelDateTime=	4.2864586892317864e+004	5/9/2017 14:05:07.496264		
TimeFormat=	StartOfBlock		
DateFormat=			
ChannelTitle=	RTA	RMG	LTA	LMG	Trigger	Vicon	Stim Voltage
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
72.46975	0.184	-0.473	-1.260	0.157	0.000	0.244	-0.002
72.47	0.202	-0.547	-0.294	0.039	0.001	0.243	-0.002
72.47025	0.207	-0.410	0.832	-0.139	0.001	0.243	-0.002
72.4705	0.196	-0.163	1.969	-0.268	0.001	0.244	-0.002
72.47075	0.178	-0.046	2.941	-0.200	0.001	0.243	-0.002
72.471	0.169	-0.364	3.553	0.190	0.001	0.243	-0.003
72.47125	0.190	-1.356	3.627	0.926	0.000	0.243	-0.003
72.4715	0.256	-3.070	3.050	1.901	0.001	0.243	-0.003
72.47175	0.365	-5.300	1.833	2.886	0.001	0.243	-0.002
72.472	0.494	-7.613	0.144	3.602	0.001	0.244	-0.002
72.47225	0.608	-9.479	-1.701	3.819	0.001	0.243	-0.002
72.4725	0.666	NaN	-3.302	3.444	0.001	0.243	-0.002
72.47275	0.636	NaN	-4.282	2.552	0.001	0.243	-0.002
72.473	0.509	-9.037	-4.404	1.364	0.000	0.243	-0.003
72.47325	0.300	-7.062	-3.640	0.163	0.000	0.243	-0.003
72.4735	0.041	-4.805	-2.192	-0.800	0.000	0.243	-0.003
