Interval=	0.00025 s		
ExcelDateTime=	4.2864586874586385e+004	5/9/2017 14:05:05.964264		
TimeFormat=	StartOfBlock		
DateFormat=			
ChannelTitle=	RTA	RMG	LTA	LMG	Trigger	Vicon	Stim Voltage
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
70.901	-0.999	1.699	0.378	0.355	0.000	0.243	-0.002
70.90125	-0.845	1.647	0.142	0.519	0.000	0.243	-0.002
70.9015	-0.662	1.493	-0.055	0.640	0.000	0.244	-0.003
70.90175	-0.466	1.291	-0.203	0.685	0.001	0.243	-0.003
70.902	-0.275	1.098	-0.302	0.652	0.000	0.243	-0.003
70.90225	-0.106	0.950	-0.363	0.564	0.000	0.243	-0.002
70.9025	0.030	0.851	-0.399	0.462	0.000	0.243	-0.002
70.90275	0.134	0.774	-0.423	0.379	-0.000	0.244	-0.003
70.903	0.208	0.687	-0.438	0.324	0.000	0.243	-0.003
70.90325	0.258	0.566	-0.442	0.283	0.001	0.243	-0.002
70.9035	0.290	0.415	-0.430	0.227	0.001	0.243	-0.003
70.90375	0.303	0.259	-0.401	0.135	0.000	0.243	-0.002
70.904	0.298	0.127	-0.358	-0.003	0.000	0.244	-0.003
70.90425	0.274	0.045	-0.312	-0.170	-0.000	0.243	-0.002
70.9045	0.236	0.015	-0.272	-0.339	0.000	0.243	-0.002
70.90475	0.190	0.022	-0.242	-0.481	0.000	0.244	-0.003
70.905	0.145	0.041	-0.222	-0.577	0.000	0.243	-0.003
70.90525	0.107	0.049	-0.208	-0.622	-0.000	0.243	-0.003
70.9055	0.080	0.037	-0.196	-0.624	0.000	0.243	-0.002
70.90575	0.062	0.012	-0.180	-0.593	0.001	0.244	-0.002
70.906	0.050	-0.008	-0.163	-0.537	0.000	0.243	-0.003
70.90625	0.036	-0.002	-0.146	-0.456	0.001	0.244	-0.002
70.9065	0.019	0.043	-0.131	-0.349	0.000	0.244	-0.003
70.90675	-0.004	0.126	-0.119	-0.214	0.000	0.243	-0.003
70.907	-0.028	0.234	-0.109	-0.060	-0.000	0.243	-0.003
70.90725	-0.051	0.345	-0.101	0.102	0.000	0.244	-0.003
70.9075	-0.069	0.440	-0.095	0.255	0.000	0.243	-0.003
70.90775	-0.078	0.511	-0.095	0.386	0.000	0.243	-0.002
70.908	-0.077	0.558	-0.102	0.488	0.000	0.243	-0.002
70.90825	-0.068	0.592	-0.117	0.564	0.001	0.243	-0.003
70.9085	-0.051	0.620	-0.135	0.620	0.001	0.243	-0.003
70.90875	-0.028	0.641	-0.150	0.664	0.001	0.243	-0.003
70.909	-0.001	0.639	-0.159	0.700	0.000	0.244	-0.002
70.90925	0.028	0.591	-0.161	0.727	0.000	0.243	-0.002
70.9095	0.057	0.477	-0.162	0.740	0.001	0.243	-0.003
70.90975	0.082	0.294	-0.170	0.739	0.000	0.243	-0.002
70.91	0.100	0.066	-0.191	0.725	0.001	0.243	-0.002
70.91025	0.110	-0.160	-0.223	0.705	0.000	0.243	-0.002
70.9105	0.110	-0.324	-0.258	0.685	-0.000	0.243	-0.003
70.91075	0.102	-0.373	-0.286	0.667	0.001	0.244	-0.003
70.911	0.089	-0.280	-0.300	0.645	0.001	0.243	-0.002
70.91125	0.075	-0.057	-0.300	0.611	-0.000	0.243	-0.003
70.9115	0.063	0.258	-0.298	0.553	0.000	0.243	-0.002
70.91175	0.057	0.609	-0.308	0.466	0.000	0.243	-0.002
70.912	0.055	0.944	-0.339	0.357	0.001	0.243	-0.002
70.91225	0.058	1.236	-0.382	0.242	0.000	0.243	-0.003
70.9125	0.062	1.478	-0.414	0.141	0.000	0.243	-0.003
70.91275	0.068	1.678	-0.405	0.068	0.001	0.243	-0.003
70.913	0.075	1.843	-0.337	0.025	0.000	0.243	-0.002
70.91325	0.083	1.963	-0.216	0.003	0.000	0.244	-0.003
70.9135	0.094	2.010	-0.084	-0.012	0.001	0.243	-0.002
70.91375	0.107	1.951	-0.004	-0.030	0.000	0.244	-0.002
70.914	0.121	1.766	-0.044	-0.051	0.000	0.243	-0.002
70.91425	0.137	1.467	-0.244	-0.060	0.000	0.243	-0.003
70.9145	0.151	1.106	-0.592	-0.039	0.000	0.243	-0.003
70.91475	0.163	0.765	-1.023	0.026	0.000	0.243	-0.002
70.915	0.175	0.532	-1.426	0.128	0.000	0.243	-0.002
70.91525	0.187	0.466	-1.684	0.246	0.000	0.244	-0.003
70.9155	0.200	0.574	-1.708	0.348	0.000	0.243	-0.002
70.91575	0.214	0.802	-1.471	0.412	0.000	0.244	-0.002
70.916	0.228	1.050	-1.015	0.435	0.000	0.243	-0.002
70.91625	0.237	1.208	-0.442	0.437	0.000	0.244	-0.003
70.9165	0.240	1.194	0.115	0.448	0.001	0.243	-0.002
70.91675	0.235	0.992	0.538	0.495	0.000	0.243	-0.003
70.917	0.224	0.654	0.746	0.577	0.000	0.243	-0.002
70.91725	0.210	0.288	0.715	0.667	0.001	0.244	-0.002
70.9175	0.196	0.011	0.474	0.721	0.000	0.243	-0.002
70.91775	0.184	-0.098	0.082	0.700	0.001	0.243	-0.002
70.918	0.171	-0.033	-0.386	0.595	4.173	0.244	-1.245
70.91825	0.155	0.133	-0.859	0.435	4.956	0.244	-1.316
70.9185	0.134	0.278	-1.270	0.270	4.957	0.243	1.167
70.91875	0.108	0.283	-1.555	0.149	4.958	0.243	1.311
70.919	0.085	0.089	-1.644	0.091	0.775	0.243	0.069
70.91925	0.071	-0.272	-1.474	0.071	0.001	0.243	-0.000
70.9195	0.073	-0.692	-1.004	0.033	0.001	0.244	-0.002
70.91975	0.092	-1.040	-0.245	-0.070	0.000	0.243	-0.001
70.92	0.122	-1.229	0.713	-0.245	0.000	0.244	-0.002
70.92025	0.149	-1.284	1.695	-0.437	0.001	0.243	-0.002
70.9205	0.159	-1.349	2.476	-0.542	-0.000	0.243	-0.003
70.92075	0.147	-1.643	2.830	-0.457	0.000	0.243	-0.002
70.921	0.116	-2.372	2.612	-0.133	0.000	0.243	-0.002
70.92125	0.084	-3.623	1.820	0.383	0.000	0.243	-0.002
70.9215	0.076	-5.299	0.619	0.945	0.001	0.243	-0.002
70.92175	0.113	-7.118	-0.689	1.353	0.000	0.243	-0.003
70.922	0.202	-8.684	-1.747	1.428	0.001	0.244	-0.002
70.92225	0.329	-9.614	-2.251	1.083	0.000	0.243	-0.002
70.9225	0.460	-9.660	-2.049	0.361	0.001	0.243	-0.003
70.92275	0.552	-8.785	-1.188	-0.573	0.001	0.243	-0.002
70.923	0.566	-7.173	0.102	-1.493	0.001	0.243	-0.003
70.92325	0.477	-5.151	1.488	-2.192	0.000	0.243	-0.002
70.9235	0.289	-3.078	2.645	-2.547	0.000	0.244	-0.003
70.92375	0.029	-1.240	3.358	-2.554	-0.000	0.243	-0.002
70.924	-0.262	0.217	3.571	-2.304	0.000	0.243	-0.003
70.92425	-0.538	1.285	3.384	-1.934	-0.000	0.243	-0.002
70.9245	-0.764	2.046	2.985	-1.568	0.000	0.243	-0.002
70.92475	-0.923	2.605	2.569	-1.274	0.001	0.243	-0.003
70.925	-1.014	3.031	2.258	-1.054	0.001	0.243	-0.003
70.92525	-1.046	3.337	2.076	-0.868	0.000	0.243	-0.002
70.9255	-1.035	3.501	1.956	-0.671	0.001	0.243	-0.002
70.92575	-0.994	3.497	1.796	-0.439	0.000	0.243	-0.002
70.926	-0.930	3.329	1.512	-0.186	0.000	0.243	-0.002
70.92625	-0.845	3.041	1.081	0.054	0.000	0.243	-0.002
70.9265	-0.739	2.700	0.546	0.243	0.001	0.243	-0.002
70.92675	-0.618	2.371	-0.004	0.362	0.000	0.243	-0.002
70.927	-0.486	2.089	-0.480	0.416	0.000	0.243	-0.003
